id,date,decision,confidence_rate,starting_price,ending_price,before_total,after_total,result_rate,max_opposite_price_move_rate,max_opposite_price_move_rate_time,max_take_profit_rate,take_profit_rate_time,trade_state,control_state
7,2024-01-02 08:00:00+03:00,DOWN,0.79,45455.52,45433.99,45455.52,45477.05,1.0005,0.0000,-1,0.0000,-1,WIN DeActive Stop Loss and DeActive Take Profit,OK
8,2024-01-02 12:00:00+03:00,DOWN,0.76,45433.99,45184.82,45477.05,45726.45615051638652031221559,1.0055,0.0000,-1,0.0000,-1,WIN DeActive Stop Loss and DeActive Take Profit,OK
9,2024-01-02 16:00:00+03:00,DOWN,0.74,45184.83,45039.49,45726.45615051638652031221559,45873.53832692196449010566567,1.0032,0.0000,-1,0.0000,-1,WIN DeActive Stop Loss and DeActive Take Profit,OK
10,2024-01-02 20:00:00+03:00,UP,0.64,45039.49,44946.91,45873.53832692196449010566567,45779.24391598821645094061335,-0.0021,0.0000,-1,0.0000,-1,LOSS DeActive Stop Loss and DeActive Take Profit,OK
11,2024-01-03 00:00:00+03:00,UP,0.76,44946.91,45262.69,45779.24391598821645094061335,46100.87157946476598439859805,1.0070,0.0000,-1,0.0000,-1,WIN DeActive Stop Loss and DeActive Take Profit,OK
16,2024-01-03 04:00:00+03:00,DOWN,0.72,45262.70,45011.77,46100.88176464633152209995526,46356.45852567036906225643161,1.0055,0.0000,-1,0.0000,-1,WIN DeActive Stop Loss and DeActive Take Profit,OK
17,2024-01-03 08:00:00+03:00,UP,0.62,45011.77,43702.88,46356.45852567036906225643161,45008.46654491367610479448729,-0.0291,0.0000,-1,0.0000,-1,LOSS DeActive Stop Loss and DeActive Take Profit,OK
18,2024-01-03 12:00:00+03:00,DOWN,0.61,43702.89,43000.01,45008.47684365521096786898142,45732.35478865766674791226345,1.0161,0.0000,-1,0.0000,-1,WIN DeActive Stop Loss and DeActive Take Profit,OK
13,2024-01-03 16:00:00+03:00,DOWN,0.60,43000.01,42596.67,45732.35478865766674791226345,46161.32417681495283473184634,1.0094,0.0000,-1,0.0000,-1,WIN DeActive Stop Loss and DeActive Take Profit,OK
23,2024-01-04 12:00:00+03:00,UP,0.68,43176.33,44051.10,46161.32417681495283473184634,47096.57137244627250204118867,1.0203,0.0000,-1,0.0000,-1,WIN DeActive Stop Loss and DeActive Take Profit,OK
19,2024-01-04 16:00:00+03:00,UP,0.70,44051.10,43956.48,47096.57137244627250204118867,46995.40982180937884208393136,-0.0022,0.0000,-1,0.0000,-1,LOSS DeActive Stop Loss and DeActive Take Profit,OK
20,2024-01-04 20:00:00+03:00,UP,0.72,43956.48,44151.10,46995.40982180937884208393136,47203.48486920900095264069966,1.0044,0.0000,-1,0.0000,-1,WIN DeActive Stop Loss and DeActive Take Profit,OK
29,2024-01-05 12:00:00+03:00,UP,0.60,43771.34,43500.01,46797.47017390286338864399670,46507.38178313655228363234352,-0.0062,0.0000,-1,0.0000,-1,LOSS DeActive Stop Loss and DeActive Take Profit,OK
30,2024-01-05 16:00:00+03:00,UP,0.65,43500.01,43600.00,46507.38178313655228363234352,46614.28458854960446138679456,1.0023,0.0000,-1,0.0000,-1,WIN DeActive Stop Loss and DeActive Take Profit,OK
28,2024-01-06 00:00:00+03:00,DOWN,0.60,44145.12,43931.10,47197.09144210258979129484891,47425.90770787418122126792235,1.0049,0.0000,-1,0.0000,-1,WIN DeActive Stop Loss and DeActive Take Profit,OK
35,2024-01-06 08:00:00+03:00,UP,0.60,43653.20,43671.96,47425.90770787418122126792235,47446.28903223527547414539722,1.0004,0.0000,-1,0.0000,-1,WIN DeActive Stop Loss and DeActive Take Profit,OK
36,2024-01-06 12:00:00+03:00,DOWN,0.64,43671.97,43867.17,47446.29989648067051372582231,47234.22982636949790382800271,-0.0045,0.0000,-1,0.0000,-1,LOSS DeActive Stop Loss and DeActive Take Profit,OK
31,2024-01-06 16:00:00+03:00,DOWN,0.75,43867.17,43906.36,47234.22982636949790382800271,47192.03176647880013091830691,-0.0009,0.0000,-1,0.0000,-1,LOSS DeActive Stop Loss and DeActive Take Profit,OK
32,2024-01-06 20:00:00+03:00,DOWN,0.67,43906.35,43968.32,47192.03176647880013091830691,47125.42431200880453246585055,-0.0014,0.0000,-1,0.0000,-1,LOSS DeActive Stop Loss and DeActive Take Profit,OK
41,2024-01-07 08:00:00+03:00,DOWN,0.73,44080.00,44061.10,47125.42431200880453246585055,47145.63008604457963241284704,1.0004,0.0000,-1,0.0000,-1,WIN DeActive Stop Loss and DeActive Take Profit,OK
42,2024-01-07 12:00:00+03:00,DOWN,0.64,44061.10,44047.57,47145.63008604457963241284704,47160.10726376061902231519958,1.0003,0.0000,-1,0.0000,-1,WIN DeActive Stop Loss and DeActive Take Profit,OK
37,2024-01-07 16:00:00+03:00,DOWN,0.61,44047.57,44244.77,47160.10726376061902231519958,46948.97250303684710774191988,-0.0045,0.0000,-1,0.0000,-1,LOSS DeActive Stop Loss and DeActive Take Profit,OK
38,2024-01-07 20:00:00+03:00,DOWN,0.84,44244.77,43929.02,46948.97250303684710774191988,47284.02087299862755036303671,1.0071,0.0000,-1,0.0000,-1,WIN DeActive Stop Loss and DeActive Take Profit,OK
39,2024-01-08 00:00:00+03:00,UP,0.63,43929.01,43518.20,47284.02087299862755036303671,46841.83588829634160802186764,-0.0094,0.0000,-1,0.0000,-1,LOSS DeActive Stop Loss and DeActive Take Profit,OK
43,2024-01-08 04:00:00+03:00,UP,0.78,43518.20,43974.55,46841.83588829634160802186764,47333.03892076606773393747948,1.0105,0.0000,-1,0.0000,-1,WIN DeActive Stop Loss and DeActive Take Profit,OK
44,2024-01-08 08:00:00+03:00,UP,0.82,43974.55,44635.99,47333.03892076606773393747948,48044.99538794427667165112536,1.0150,0.0000,-1,0.0000,-1,WIN DeActive Stop Loss and DeActive Take Profit,OK
45,2024-01-08 12:00:00+03:00,UP,0.66,44636.00,44963.04,48045.00615167896429575819046,48397.02333090302309321505843,1.0073,0.0000,-1,0.0000,-1,WIN DeActive Stop Loss and DeActive Take Profit,OK
50,2024-01-09 08:00:00+03:00,DOWN,0.66,46825.52,46615.99,50401.74738900363778587487818,50627.27992191342570120981441,1.0045,0.0000,-1,0.0000,-1,WIN DeActive Stop Loss and DeActive Take Profit,OK
52,2024-01-09 16:00:00+03:00,DOWN,0.72,46868.08,46876.01,50627.27992191342570120981441,50618.71387163398661461163086,-0.0002,0.0000,-1,0.0000,-1,LOSS DeActive Stop Loss and DeActive Take Profit,OK
53,2024-01-09 20:00:00+03:00,DOWN,0.75,46876.00,46110.00,50618.71387163398661461163086,51445.87350184287034502362229,1.0163,0.0000,-1,0.0000,-1,WIN DeActive Stop Loss and DeActive Take Profit,OK
56,2024-01-10 08:00:00+03:00,UP,0.76,45757.98,45515.89,51445.87350184287034502362229,51173.69078057630349740869767,-0.0053,0.0000,-1,0.0000,-1,LOSS DeActive Stop Loss and DeActive Take Profit,OK
60,2024-01-10 12:00:00+03:00,UP,0.74,45515.88,45546.40,51173.67953753771179321407522,51207.99329131959299520179672,1.0007,0.0000,-1,0.0000,-1,WIN DeActive Stop Loss and DeActive Take Profit,OK
57,2024-01-10 16:00:00+03:00,UP,0.63,45546.39,46489.18,51207.98204828100129100717427,52267.96448366828105581726468,1.0207,0.0000,-1,0.0000,-1,WIN DeActive Stop Loss and DeActive Take Profit,OK
59,2024-01-11 00:00:00+03:00,UP,0.67,46654.00,46502.16,52453.27224573674959158450776,52282.55794776031310043720653,-0.0033,0.0000,-1,0.0000,-1,LOSS DeActive Stop Loss and DeActive Take Profit,OK
66,2024-01-11 12:00:00+03:00,DOWN,0.65,47059.99,46783.78,52909.72836952134818906140994,53220.27233846280974872813855,1.0059,0.0000,-1,0.0000,-1,WIN DeActive Stop Loss and DeActive Take Profit,OK
61,2024-01-11 16:00:00+03:00,DOWN,0.60,46783.77,46692.30,53220.27233846280974872813855,53324.32676397830782012589388,1.0020,0.0000,-1,0.0000,-1,WIN DeActive Stop Loss and DeActive Take Profit,OK
62,2024-01-11 20:00:00+03:00,DOWN,0.61,46692.29,46339.16,53324.32676397830782012589388,53727.61431980741065146102559,1.0076,0.0000,-1,0.0000,-1,WIN DeActive Stop Loss and DeActive Take Profit,OK
63,2024-01-12 00:00:00+03:00,UP,0.67,46339.16,45994.00,53727.61431980741065146102559,53327.42097666902130947773787,-0.0075,0.0000,-1,0.0000,-1,LOSS DeActive Stop Loss and DeActive Take Profit,OK
71,2024-01-12 08:00:00+03:00,DOWN,0.61,46008.19,45954.35,53343.87347272630994304693144,53406.29788341865807774498513,1.0012,0.0000,-1,0.0000,-1,WIN DeActive Stop Loss and DeActive Take Profit,OK
73,2024-01-13 04:00:00+03:00,UP,0.69,42609.94,43102.97,53406.29788341865807774498513,54024.25010408505425178490656,1.0116,0.0000,-1,0.0000,-1,WIN DeActive Stop Loss and DeActive Take Profit,OK
75,2024-01-13 12:00:00+03:00,UP,0.75,42624.01,43154.48,53423.93289091267709112904227,54088.81152810900019204167867,1.0125,0.0000,-1,0.0000,-1,WIN DeActive Stop Loss and DeActive Take Profit,OK
76,2024-01-13 20:00:00+03:00,UP,0.79,42786.25,42847.99,53627.28069587569377424414044,53704.66416159571750461597329,1.0014,0.0000,-1,0.0000,-1,WIN DeActive Stop Loss and DeActive Take Profit,OK
82,2024-01-14 08:00:00+03:00,DOWN,0.64,43011.44,42829.99,53909.52855213568962527156252,54136.95371985351123000057240,1.0042,0.0000,-1,0.0000,-1,WIN DeActive Stop Loss and DeActive Take Profit,OK
79,2024-01-14 16:00:00+03:00,DOWN,0.70,42904.39,42660.00,54136.95371985351123000057240,54445.32612928748755758616072,1.0057,0.0000,-1,0.0000,-1,WIN DeActive Stop Loss and DeActive Take Profit,OK
81,2024-01-15 00:00:00+03:00,UP,0.62,41732.35,42565.99,54445.32612928748755758616072,55532.91888824832300364913411,1.0200,0.0000,-1,0.0000,-1,WIN DeActive Stop Loss and DeActive Take Profit,OK
90,2024-01-15 04:00:00+03:00,UP,0.64,42565.99,42714.78,55532.91888824832300364913411,55727.03496545884877738804996,1.0035,0.0000,-1,0.0000,-1,WIN DeActive Stop Loss and DeActive Take Profit,OK
89,2024-01-15 12:00:00+03:00,UP,0.62,42698.00,42278.99,55705.14325381429858931533669,55158.48973199171370824575452,-0.0098,0.0000,-1,0.0000,-1,LOSS DeActive Stop Loss and DeActive Take Profit,OK
85,2024-01-15 16:00:00+03:00,UP,0.85,42278.99,42992.67,55158.48973199171370824575452,56089.57893142452528296172645,1.0169,0.0000,-1,0.0000,-1,WIN DeActive Stop Loss and DeActive Take Profit,OK
86,2024-01-15 20:00:00+03:00,DOWN,0.61,42992.67,42511.10,56089.57893142452528296172645,56717.85018152381217629763414,1.0112,0.0000,-1,0.0000,-1,WIN DeActive Stop Loss and DeActive Take Profit,OK
92,2024-01-16 08:00:00+03:00,UP,0.70,42791.14,42900.54,56717.85018152381217629763414,56862.85526458209725708975517,1.0026,0.0000,-1,0.0000,-1,WIN DeActive Stop Loss and DeActive Take Profit,OK
93,2024-01-16 12:00:00+03:00,UP,0.66,42900.55,43252.67,56862.86851916007333433662831,57329.58871885370535123353554,1.0082,0.0000,-1,0.0000,-1,WIN DeActive Stop Loss and DeActive Take Profit,OK
95,2024-01-16 20:00:00+03:00,UP,0.73,43166.10,43137.95,57214.84383731480462505278676,57177.53220031214717510490553,-0.0007,0.0000,-1,0.0000,-1,LOSS DeActive Stop Loss and DeActive Take Profit,OK
96,2024-01-17 00:00:00+03:00,UP,0.63,43137.94,42849.00,57177.51894573417109785803240,56794.54116969339512670560602,-0.0067,0.0000,-1,0.0000,-1,LOSS DeActive Stop Loss and DeActive Take Profit,OK
99,2024-01-17 12:00:00+03:00,DOWN,0.62,42680.16,42482.79,56570.75087514530689049955746,56832.35648065914351203466645,1.0046,0.0000,-1,0.0000,-1,WIN DeActive Stop Loss and DeActive Take Profit,OK
101,2024-01-17 20:00:00+03:00,DOWN,0.63,42611.10,42776.10,56832.35648065914351203466645,56612.28849791969865659827267,-0.0039,0.0000,-1,0.0000,-1,LOSS DeActive Stop Loss and DeActive Take Profit,OK
102,2024-01-18 00:00:00+03:00,DOWN,0.70,42776.09,42592.05,56612.28849791969865659827267,56855.85740697981007259633015,1.0043,0.0000,-1,0.0000,-1,WIN DeActive Stop Loss and DeActive Take Profit,OK
104,2024-01-18 08:00:00+03:00,DOWN,0.81,42915.32,42544.59,56855.85740697981007259633015,57347.01469105667644544904658,1.0086,0.0000,-1,0.0000,-1,WIN DeActive Stop Loss and DeActive Take Profit,OK
105,2024-01-18 12:00:00+03:00,DOWN,0.78,42544.60,42619.32,57347.01469105667644544904658,57246.29758623689309188586930,-0.0018,0.0000,-1,0.0000,-1,LOSS DeActive Stop Loss and DeActive Take Profit,OK
106,2024-01-18 16:00:00+03:00,DOWN,0.75,42619.31,41022.32,57246.29758623689309188586930,59391.37606785108290159444538,1.0375,0.0000,-1,0.0000,-1,WIN DeActive Stop Loss and DeActive Take Profit,OK
107,2024-01-18 20:00:00+03:00,DOWN,0.66,41022.33,41327.50,59391.37606785108290159444538,58949.55654578526862509967831,-0.0074,0.0000,-1,0.0000,-1,LOSS DeActive Stop Loss and DeActive Take Profit,OK
108,2024-01-19 00:00:00+03:00,UP,0.78,41327.51,41055.87,58949.55654578526862509967831,58562.08927422457913837952324,-0.0066,0.0000,-1,0.0000,-1,LOSS DeActive Stop Loss and DeActive Take Profit,OK
109,2024-01-19 04:00:00+03:00,UP,0.80,41055.88,41284.25,58562.10353822367944354395853,58887.85048567734848375262374,1.0056,0.0000,-1,0.0000,-1,WIN DeActive Stop Loss and DeActive Take Profit,OK
110,2024-01-19 08:00:00+03:00,UP,0.79,41284.26,41475.37,58887.86474967644878891705903,59160.46403648238078643984227,1.0046,0.0000,-1,0.0000,-1,WIN DeActive Stop Loss and DeActive Take Profit,OK
111,2024-01-19 12:00:00+03:00,UP,0.73,41475.37,40894.71,59160.46403648238078643984227,58332.21066472406110834042667,-0.0140,0.0000,-1,0.0000,-1,LOSS DeActive Stop Loss and DeActive Take Profit,OK
112,2024-01-19 16:00:00+03:00,UP,0.79,40894.71,41814.27,58332.21066472406110834042667,59643.87096599172280915174243,1.0225,0.0000,-1,0.0000,-1,WIN DeActive Stop Loss and DeActive Take Profit,OK
118,2024-01-20 04:00:00+03:00,UP,0.75,41634.64,41650.95,59387.64675015294114040066947,59410.91133268553886359462371,1.0004,0.0000,-1,0.0000,-1,WIN DeActive Stop Loss and DeActive Take Profit,OK
120,2024-01-20 12:00:00+03:00,UP,0.66,41580.82,41570.11,59310.87790699509874540995106,59295.60116395867191429975794,-0.0003,0.0000,-1,0.0000,-1,LOSS DeActive Stop Loss and DeActive Take Profit,OK
115,2024-01-20 16:00:00+03:00,UP,0.65,41570.10,41632.96,59295.58689995957160913532265,59385.25039830408987277554113,1.0015,0.0000,-1,0.0000,-1,WIN DeActive Stop Loss and DeActive Take Profit,OK
116,2024-01-20 20:00:00+03:00,UP,0.75,41632.97,41696.04,59385.26466230319017793997642,59475.22770462881485003333595,1.0015,0.0000,-1,0.0000,-1,WIN DeActive Stop Loss and DeActive Take Profit,OK
126,2024-01-21 12:00:00+03:00,DOWN,0.65,41719.90,41656.28,59509.26160648214297237593240,59600.00916875828442851323275,1.0015,0.0000,-1,0.0000,-1,WIN DeActive Stop Loss and DeActive Take Profit,OK
121,2024-01-21 16:00:00+03:00,DOWN,0.62,41656.27,41719.40,59600.00916875828442851323275,59509.68546529602747425467718,-0.0015,0.0000,-1,0.0000,-1,LOSS DeActive Stop Loss and DeActive Take Profit,OK
122,2024-01-21 20:00:00+03:00,DOWN,0.85,41719.39,41580.33,59509.68546529602747425467718,59708.04447439956579493889271,1.0033,0.0000,-1,0.0000,-1,WIN DeActive Stop Loss and DeActive Take Profit,OK
123,2024-01-22 00:00:00+03:00,UP,0.62,41580.32,41197.04,59708.04447439956579493889271,59157.66633189975180654524450,-0.0092,0.0000,-1,0.0000,-1,LOSS DeActive Stop Loss and DeActive Take Profit,OK
127,2024-01-22 04:00:00+03:00,DOWN,0.64,41197.04,41043.70,59157.66633189975180654524450,59377.85779602759953400371355,1.0037,0.0000,-1,0.0000,-1,WIN DeActive Stop Loss and DeActive Take Profit,OK
128,2024-01-22 08:00:00+03:00,DOWN,0.63,41043.70,40815.99,59377.85779602759953400371355,59707.28550353772763380680113,1.0056,0.0000,-1,0.0000,-1,WIN DeActive Stop Loss and DeActive Take Profit,OK
132,2024-01-22 12:00:00+03:00,DOWN,0.70,40815.92,40771.99,59707.28550353772763380680113,59771.54819937235324986428883,1.0011,0.0000,-1,0.0000,-1,WIN DeActive Stop Loss and DeActive Take Profit,OK
129,2024-01-22 16:00:00+03:00,DOWN,0.73,40772.00,39820.31,59771.54819937235324986428883,61166.72098230820812243280017,1.0233,0.0000,-1,0.0000,-1,WIN DeActive Stop Loss and DeActive Take Profit,OK
134,2024-01-23 08:00:00+03:00,UP,0.67,39780.01,38845.56,61166.72098230820812243280017,59729.88769790436043410875678,-0.0235,0.0000,-1,0.0000,-1,LOSS DeActive Stop Loss and DeActive Take Profit,OK
138,2024-01-23 12:00:00+03:00,UP,0.83,38845.56,39204.00,59729.88769790436043410875678,60281.03385068055516405992604,1.0092,0.0000,-1,0.0000,-1,WIN DeActive Stop Loss and DeActive Take Profit,OK
135,2024-01-23 16:00:00+03:00,UP,0.69,39204.00,39148.07,60281.03385068055516405992604,60195.03450818314256712272903,-0.0014,0.0000,-1,0.0000,-1,LOSS DeActive Stop Loss and DeActive Take Profit,OK
136,2024-01-23 20:00:00+03:00,UP,0.70,39148.07,39897.60,60195.03450818314256712272903,61347.53025611959284036315951,1.0192,0.0000,-1,0.0000,-1,WIN DeActive Stop Loss and DeActive Take Profit,OK
142,2024-01-24 04:00:00+03:00,UP,0.72,39614.00,39981.09,60911.45992656003245253213729,61475.90653191270883747180564,1.0093,0.0000,-1,0.0000,-1,WIN DeActive Stop Loss and DeActive Take Profit,OK
143,2024-01-24 08:00:00+03:00,UP,0.71,39981.09,40209.34,61475.90653191270883747180564,61826.86934122853979135907934,1.0057,0.0000,-1,0.0000,-1,WIN DeActive Stop Loss and DeActive Take Profit,OK
144,2024-01-24 12:00:00+03:00,UP,0.63,40209.34,40050.71,61826.86934122853979135907934,61582.95595484619471265091625,-0.0040,0.0000,-1,0.0000,-1,LOSS DeActive Stop Loss and DeActive Take Profit,OK
139,2024-01-24 16:00:00+03:00,UP,0.71,40050.72,39803.05,61582.97133109194787063356191,61202.14785252348411444840933,-0.0062,0.0000,-1,0.0000,-1,LOSS DeActive Stop Loss and DeActive Take Profit,OK
140,2024-01-24 20:00:00+03:00,UP,0.82,39803.04,40084.88,61202.13247627773095646576366,61635.49658658473553935114907,1.0071,0.0000,-1,0.0000,-1,WIN DeActive Stop Loss and DeActive Take Profit,OK
149,2024-01-25 08:00:00+03:00,DOWN,0.64,40130.00,40178.07,61704.87420742298435704838364,61630.96059408755393447067829,-0.0012,0.0000,-1,0.0000,-1,LOSS DeActive Stop Loss and DeActive Take Profit,OK
150,2024-01-25 12:00:00+03:00,DOWN,0.79,40178.07,39804.24,61630.96059408755393447067829,62204.39535585903151632872108,1.0093,0.0000,-1,0.0000,-1,WIN DeActive Stop Loss and DeActive Take Profit,OK
146,2024-01-25 20:00:00+03:00,DOWN,0.70,39989.25,39961.09,62204.39535585903151632872108,62248.19902242494586399715241,1.0007,0.0000,-1,0.0000,-1,WIN DeActive Stop Loss and DeActive Take Profit,OK
152,2024-01-26 08:00:00+03:00,UP,0.65,39970.00,41289.52,62248.19902242494586399715241,64303.18385039767952840699786,1.0330,0.0000,-1,0.0000,-1,WIN DeActive Stop Loss and DeActive Take Profit,OK
153,2024-01-26 12:00:00+03:00,UP,0.63,41289.52,41422.99,64303.18385039767952840699786,64511.04642541702047222655503,1.0032,0.0000,-1,0.0000,-1,WIN DeActive Stop Loss and DeActive Take Profit,OK
157,2024-01-27 04:00:00+03:00,UP,0.73,41815.01,41710.14,65121.56779096045372910932119,64958.24608389311061995852356,-0.0025,0.0000,-1,0.0000,-1,LOSS DeActive Stop Loss and DeActive Take Profit,OK
158,2024-01-27 08:00:00+03:00,UP,0.74,41710.15,41761.23,64958.26165762316376605456159,65037.81227073463402461680764,1.0012,0.0000,-1,0.0000,-1,WIN DeActive Stop Loss and DeActive Take Profit,OK
163,2024-01-28 04:00:00+03:00,DOWN,0.83,42231.84,42388.82,65770.72758076574245026243435,65526.25116639145503465747380,-0.0037,0.0000,-1,0.0000,-1,LOSS DeActive Stop Loss and DeActive Take Profit,OK
164,2024-01-28 08:00:00+03:00,DOWN,0.82,42388.82,42471.98,65526.25116639145503465747380,65397.69927353392530392465051,-0.0020,0.0000,-1,0.0000,-1,LOSS DeActive Stop Loss and DeActive Take Profit,OK
165,2024-01-28 12:00:00+03:00,DOWN,0.84,42471.98,42258.01,65397.69927353392530392465051,65727.16697703063193256030061,1.0050,0.0000,-1,0.0000,-1,WIN DeActive Stop Loss and DeActive Take Profit,OK
166,2024-01-28 16:00:00+03:00,DOWN,0.63,42258.00,41785.92,65727.16697703063193256030061,66461.42986184573488875139026,1.0112,0.0000,-1,0.0000,-1,WIN DeActive Stop Loss and DeActive Take Profit,OK
173,2024-01-29 08:00:00+03:00,UP,0.69,42053.45,42246.95,66461.42986184573488875139026,66767.23798646493140416150271,1.0046,0.0000,-1,0.0000,-1,WIN DeActive Stop Loss and DeActive Take Profit,OK
174,2024-01-29 12:00:00+03:00,UP,0.76,42246.95,42641.75,66767.23798646493140416150271,67391.18138491278041854864690,1.0094,0.0000,-1,0.0000,-1,WIN DeActive Stop Loss and DeActive Take Profit,OK
169,2024-01-29 16:00:00+03:00,UP,0.69,42641.75,42995.99,67391.18138491278041854864690,67951.02360747145831838781092,1.0083,0.0000,-1,0.0000,-1,WIN DeActive Stop Loss and DeActive Take Profit,OK
178,2024-01-30 04:00:00+03:00,DOWN,0.82,43519.71,43358.25,68778.71265669918751244767707,69033.88464533492637228290579,1.0037,0.0000,-1,0.0000,-1,WIN DeActive Stop Loss and DeActive Take Profit,OK
180,2024-01-30 12:00:00+03:00,DOWN,0.68,43537.75,43375.50,69033.88464533492637228290579,69291.14984125583619890240041,1.0037,0.0000,-1,0.0000,-1,WIN DeActive Stop Loss and DeActive Take Profit,OK
176,2024-01-30 20:00:00+03:00,DOWN,0.87,43547.99,42941.10,69291.14984125583619890240041,70256.79959747098538100591144,1.0139,0.0000,-1,0.0000,-1,WIN DeActive Stop Loss and DeActive Take Profit,OK
177,2024-01-31 00:00:00+03:00,UP,0.80,42941.10,42930.07,70256.79959747098538100591144,70238.75319205612397855575306,-0.0003,0.0000,-1,0.0000,-1,LOSS DeActive Stop Loss and DeActive Take Profit,OK
186,2024-01-31 08:00:00+03:00,DOWN,0.61,43050.01,42647.98,70434.98944459089067029392113,71092.75883434036751771342846,1.0093,0.0000,-1,0.0000,-1,WIN DeActive Stop Loss and DeActive Take Profit,OK
183,2024-01-31 16:00:00+03:00,DOWN,0.79,43361.11,43334.64,71092.75883434036751771342846,71136.15775393317751561693863,1.0006,0.0000,-1,0.0000,-1,WIN DeActive Stop Loss and DeActive Take Profit,OK
184,2024-01-31 20:00:00+03:00,DOWN,0.82,43334.63,42580.00,71136.15775393317751561693863,72374.92404144620332773556087,1.0174,0.0000,-1,0.0000,-1,WIN DeActive Stop Loss and DeActive Take Profit,OK
187,2024-02-01 04:00:00+03:00,UP,0.78,42015.65,42190.16,72374.92404144620332773556087,72675.52983939227287426698743,1.0042,0.0000,-1,0.0000,-1,WIN DeActive Stop Loss and DeActive Take Profit,OK
188,2024-02-01 08:00:00+03:00,UP,0.61,42190.15,42087.52,72675.51261368612731988348325,72498.72519151430268198009485,-0.0024,0.0000,-1,0.0000,-1,LOSS DeActive Stop Loss and DeActive Take Profit,OK
192,2024-02-01 12:00:00+03:00,UP,0.74,42087.52,42516.12,72498.72519151430268198009485,73237.01895691276355896920394,1.0102,0.0000,-1,0.0000,-1,WIN DeActive Stop Loss and DeActive Take Profit,OK
189,2024-02-01 16:00:00+03:00,UP,0.85,42516.12,43218.94,73237.01895691276355896920394,74447.67603623461674040990775,1.0165,0.0000,-1,0.0000,-1,WIN DeActive Stop Loss and DeActive Take Profit,OK
191,2024-02-01 20:00:00+03:00,UP,0.75,43218.94,43082.94,74447.67603623461674040990775,74213.40643265507712475307425,-0.0032,0.0000,-1,0.0000,-1,LOSS DeActive Stop Loss and DeActive Take Profit,OK
190,2024-02-02 00:00:00+03:00,UP,0.67,43082.95,43037.25,74213.42365836122267913657843,74134.70218127603914652248071,-0.0011,0.0000,-1,0.0000,-1,LOSS DeActive Stop Loss and DeActive Take Profit,OK
196,2024-02-02 04:00:00+03:00,UP,0.63,43037.25,43086.89,74134.70218127603914652248071,74220.21058658257110623722493,1.0012,0.0000,-1,0.0000,-1,WIN DeActive Stop Loss and DeActive Take Profit,OK
197,2024-02-02 08:00:00+03:00,UP,0.64,43086.90,43148.41,74220.22781228871666062072911,74326.18313079002167355493373,1.0014,0.0000,-1,0.0000,-1,WIN DeActive Stop Loss and DeActive Take Profit,OK
198,2024-02-02 12:00:00+03:00,UP,0.63,43148.42,43242.09,74326.20035649616722793843791,74487.55354596157513822208198,1.0022,0.0000,-1,0.0000,-1,WIN DeActive Stop Loss and DeActive Take Profit,OK
194,2024-02-02 20:00:00+03:00,UP,0.76,43061.98,43200.00,74177.30135257399513692831521,74415.05054879493673805299285,1.0032,0.0000,-1,0.0000,-1,WIN DeActive Stop Loss and DeActive Take Profit,OK
199,2024-02-03 16:00:00+03:00,DOWN,0.78,43119.06,43061.09,74275.62568325281955797016856,74375.48310177859831914389384,1.0013,0.0000,-1,0.0000,-1,WIN DeActive Stop Loss and DeActive Take Profit,OK
205,2024-02-04 04:00:00+03:00,DOWN,0.69,43027.16,42845.03,74375.48310177859831914389384,74690.30766229634887743929787,1.0042,0.0000,-1,0.0000,-1,WIN DeActive Stop Loss and DeActive Take Profit,OK
207,2024-02-04 12:00:00+03:00,DOWN,0.79,43060.09,42943.21,74690.30766229634887743929787,74893.04302953708611827634918,1.0027,0.0000,-1,0.0000,-1,WIN DeActive Stop Loss and DeActive Take Profit,OK
211,2024-02-05 04:00:00+03:00,UP,0.79,42718.31,43071.88,74893.04302953708611827634918,75512.91617582853415399777564,1.0083,0.0000,-1,0.0000,-1,WIN DeActive Stop Loss and DeActive Take Profit,OK
212,2024-02-05 08:00:00+03:00,UP,0.77,43071.87,43194.08,75512.89864399194475308605458,75727.15521895101329522909705,1.0028,0.0000,-1,0.0000,-1,WIN DeActive Stop Loss and DeActive Take Profit,OK
213,2024-02-05 12:00:00+03:00,UP,0.68,43194.08,42644.03,75727.15521895101329522909705,74762.81654735101614601233483,-0.0127,0.0000,-1,0.0000,-1,LOSS DeActive Stop Loss and DeActive Take Profit,OK
214,2024-02-05 16:00:00+03:00,UP,0.78,42644.04,42765.36,74762.83407918760554692405589,74975.53032069021740792392425,1.0028,0.0000,-1,0.0000,-1,WIN DeActive Stop Loss and DeActive Take Profit,OK
215,2024-02-05 20:00:00+03:00,UP,0.69,42765.35,42708.70,74975.51278885362800701220319,74876.19493457467184211241303,-0.0013,0.0000,-1,0.0000,-1,LOSS DeActive Stop Loss and DeActive Take Profit,OK
216,2024-02-06 00:00:00+03:00,UP,0.62,42708.70,42851.11,74876.19493457467184211241303,75125.86581944433022593199144,1.0033,0.0000,-1,0.0000,-1,WIN DeActive Stop Loss and DeActive Take Profit,OK
218,2024-02-06 08:00:00+03:00,UP,0.61,42889.99,42826.96,75194.02960010392097070346261,75083.52643408092702412563783,-0.0015,0.0000,-1,0.0000,-1,LOSS DeActive Stop Loss and DeActive Take Profit,OK
